Filter Strip %,Till/No Till,Tilling Date,Fertilizer Composition,Spring Fertilizer Amount (kg/ha),Spring Fertilizer Date,Summer Fertilizer Amount (kg/ha),Fertilizer Application Method,Cover Crop,scenario
1,Till,1-Apr,Dairy Manure,140,1-Feb,560,Injection,None,3162
3,Till,1-Apr,Dairy Manure,140,1-Feb,560,Injection,None,3163
5,Till,1-Apr,Dairy Manure,140,1-Feb,560,Injection,None,3164
0,Till,15-Apr,Dairy Manure,140,1-Feb,560,Injection,None,3165
1,Till,15-Apr,Dairy Manure,140,1-Feb,560,Injection,None,3166
3,Till,15-Apr,Dairy Manure,140,1-Feb,560,Injection,None,3167
5,Till,15-Apr,Dairy Manure,140,1-Feb,560,Injection,None,3168
0,Till,1-Apr,26:13:00,280,1-Feb,560,Injection,None,3169
1,Till,1-Apr,26:13:00,280,1-Feb,560,Injection,None,3170
3,Till,1-Apr,26:13:00,280,1-Feb,560,Injection,None,3171
5,Till,1-Apr,26:13:00,280,1-Feb,560,Injection,None,3172
0,Till,15-Apr,26:13:00,280,1-Feb,560,Injection,None,3173
1,Till,15-Apr,26:13:00,280,1-Feb,560,Injection,None,3174
3,Till,15-Apr,26:13:00,280,1-Feb,560,Injection,None,3175
5,Till,15-Apr,26:13:00,280,1-Feb,560,Injection,None,3176
0,Till,1-Apr,28:10:10,280,1-Feb,560,Injection,None,3177
1,Till,1-Apr,28:10:10,280,1-Feb,560,Injection,None,3178
3,Till,1-Apr,28:10:10,280,1-Feb,560,Injection,None,3179
5,Till,1-Apr,28:10:10,280,1-Feb,560,Injection,None,3180
0,Till,15-Apr,28:10:10,280,1-Feb,560,Injection,None,3181
1,Till,15-Apr,28:10:10,280,1-Feb,560,Injection,None,3182
3,Till,15-Apr,28:10:10,280,1-Feb,560,Injection,None,3183
5,Till,15-Apr,28:10:10,280,1-Feb,560,Injection,None,3184
0,Till,1-Apr,Dairy Manure,280,1-Feb,560,Injection,None,3185
1,Till,1-Apr,Dairy Manure,280,1-Feb,560,Injection,None,3186
3,Till,1-Apr,Dairy Manure,280,1-Feb,560,Injection,None,3187
5,Till,1-Apr,Dairy Manure,280,1-Feb,560,Injection,None,3188
0,Till,15-Apr,Dairy Manure,280,1-Feb,560,Injection,None,3189
1,Till,15-Apr,Dairy Manure,280,1-Feb,560,Injection,None,3190
3,Till,15-Apr,Dairy Manure,280,1-Feb,560,Injection,None,3191
5,Till,15-Apr,Dairy Manure,280,1-Feb,560,Injection,None,3192
0,Till,1-Apr,26:13:00,560,1-Feb,560,Injection,None,3193
1,Till,1-Apr,26:13:00,560,1-Feb,560,Injection,None,3194
3,Till,1-Apr,26:13:00,560,1-Feb,560,Injection,None,3195
5,Till,1-Apr,26:13:00,560,1-Feb,560,Injection,None,3196
0,Till,15-Apr,26:13:00,560,1-Feb,560,Injection,None,3197
1,Till,15-Apr,26:13:00,560,1-Feb,560,Injection,None,3198
3,Till,15-Apr,26:13:00,560,1-Feb,560,Injection,None,3199
5,Till,15-Apr,26:13:00,560,1-Feb,560,Injection,None,3200
0,Till,1-Apr,28:10:10,560,1-Feb,560,Injection,None,3201
1,Till,1-Apr,28:10:10,560,1-Feb,560,Injection,None,3202
3,Till,1-Apr,28:10:10,560,1-Feb,560,Injection,None,3203
5,Till,1-Apr,28:10:10,560,1-Feb,560,Injection,None,3204
0,Till,15-Apr,28:10:10,560,1-Feb,560,Injection,None,3205
1,Till,15-Apr,28:10:10,560,1-Feb,560,Injection,None,3206
3,Till,15-Apr,28:10:10,560,1-Feb,560,Injection,None,3207
5,Till,15-Apr,28:10:10,560,1-Feb,560,Injection,None,3208
0,Till,1-Apr,Dairy Manure,560,1-Feb,560,Injection,None,3209
1,Till,1-Apr,Dairy Manure,560,1-Feb,560,Injection,None,3210
3,Till,1-Apr,Dairy Manure,560,1-Feb,560,Injection,None,3211
5,Till,1-Apr,Dairy Manure,560,1-Feb,560,Injection,None,3212
0,Till,15-Apr,Dairy Manure,560,1-Feb,560,Injection,None,3213
1,Till,15-Apr,Dairy Manure,560,1-Feb,560,Injection,None,3214
3,Till,15-Apr,Dairy Manure,560,1-Feb,560,Injection,None,3215
5,Till,15-Apr,Dairy Manure,560,1-Feb,560,Injection,None,3216
0,Till,1-Apr,26:13:00,1120,1-Feb,560,Injection,None,3217
1,Till,1-Apr,26:13:00,1120,1-Feb,560,Injection,None,3218
3,Till,1-Apr,26:13:00,1120,1-Feb,560,Injection,None,3219
5,Till,1-Apr,26:13:00,1120,1-Feb,560,Injection,None,3220
0,Till,15-Apr,26:13:00,1120,1-Feb,560,Injection,None,3221
1,Till,15-Apr,26:13:00,1120,1-Feb,560,Injection,None,3222
3,Till,15-Apr,26:13:00,1120,1-Feb,560,Injection,None,3223
5,Till,15-Apr,26:13:00,1120,1-Feb,560,Injection,None,3224
0,Till,1-Apr,28:10:10,1120,1-Feb,560,Injection,None,3225
1,Till,1-Apr,28:10:10,1120,1-Feb,560,Injection,None,3226
3,Till,1-Apr,28:10:10,1120,1-Feb,560,Injection,None,3227
5,Till,1-Apr,28:10:10,1120,1-Feb,560,Injection,None,3228
0,Till,15-Apr,28:10:10,1120,1-Feb,560,Injection,None,3229
1,Till,15-Apr,28:10:10,1120,1-Feb,560,Injection,None,3230
3,Till,15-Apr,28:10:10,1120,1-Feb,560,Injection,None,3231
5,Till,15-Apr,28:10:10,1120,1-Feb,560,Injection,None,3232
0,Till,1-Apr,Dairy Manure,1120,1-Feb,560,Injection,None,3233
1,Till,1-Apr,Dairy Manure,1120,1-Feb,560,Injection,None,3234
3,Till,1-Apr,Dairy Manure,1120,1-Feb,560,Injection,None,3235
5,Till,1-Apr,Dairy Manure,1120,1-Feb,560,Injection,None,3236
0,Till,15-Apr,Dairy Manure,1120,1-Feb,560,Injection,None,3237
1,Till,15-Apr,Dairy Manure,1120,1-Feb,560,Injection,None,3238
3,Till,15-Apr,Dairy Manure,1120,1-Feb,560,Injection,None,3239
5,Till,15-Apr,Dairy Manure,1120,1-Feb,560,Injection,None,3240
0,Till,1-Apr,26:13:00,0,1-May,560,Injection,None,3241
1,Till,1-Apr,26:13:00,0,1-May,560,Injection,None,3242
3,Till,1-Apr,26:13:00,0,1-May,560,Injection,None,3243
5,Till,1-Apr,26:13:00,0,1-May,560,Injection,None,3244
0,Till,15-Apr,26:13:00,0,1-May,560,Injection,None,3245
1,Till,15-Apr,26:13:00,0,1-May,560,Injection,None,3246
3,Till,15-Apr,26:13:00,0,1-May,560,Injection,None,3247
5,Till,15-Apr,26:13:00,0,1-May,560,Injection,None,3248
0,Till,1-Apr,28:10:10,0,1-May,560,Injection,None,3249
1,Till,1-Apr,28:10:10,0,1-May,560,Injection,None,3250
3,Till,1-Apr,28:10:10,0,1-May,560,Injection,None,3251
5,Till,1-Apr,28:10:10,0,1-May,560,Injection,None,3252
0,Till,15-Apr,28:10:10,0,1-May,560,Injection,None,3253
1,Till,15-Apr,28:10:10,0,1-May,560,Injection,None,3254
3,Till,15-Apr,28:10:10,0,1-May,560,Injection,None,3255
5,Till,15-Apr,28:10:10,0,1-May,560,Injection,None,3256
0,Till,1-Apr,Dairy Manure,0,1-May,560,Injection,None,3257
1,Till,1-Apr,Dairy Manure,0,1-May,560,Injection,None,3258
3,Till,1-Apr,Dairy Manure,0,1-May,560,Injection,None,3259
5,Till,1-Apr,Dairy Manure,0,1-May,560,Injection,None,3260
0,Till,15-Apr,Dairy Manure,0,1-May,560,Injection,None,3261
1,Till,15-Apr,Dairy Manure,0,1-May,560,Injection,None,3262
3,Till,15-Apr,Dairy Manure,0,1-May,560,Injection,None,3263
5,Till,15-Apr,Dairy Manure,0,1-May,560,Injection,None,3264
0,Till,1-Apr,26:13:00,140,1-May,560,Injection,None,3265
1,Till,1-Apr,26:13:00,140,1-May,560,Injection,None,3266
3,Till,1-Apr,26:13:00,140,1-May,560,Injection,None,3267
5,Till,1-Apr,26:13:00,140,1-May,560,Injection,None,3268
0,Till,15-Apr,26:13:00,140,1-May,560,Injection,None,3269
1,Till,15-Apr,26:13:00,140,1-May,560,Injection,None,3270
3,Till,15-Apr,26:13:00,140,1-May,560,Injection,None,3271
5,Till,15-Apr,26:13:00,140,1-May,560,Injection,None,3272
0,Till,1-Apr,28:10:10,140,1-May,560,Injection,None,3273
1,Till,1-Apr,28:10:10,140,1-May,560,Injection,None,3274
3,Till,1-Apr,28:10:10,140,1-May,560,Injection,None,3275
5,Till,1-Apr,28:10:10,140,1-May,560,Injection,None,3276
0,Till,15-Apr,28:10:10,140,1-May,560,Injection,None,3277
1,Till,15-Apr,28:10:10,140,1-May,560,Injection,None,3278
3,Till,15-Apr,28:10:10,140,1-May,560,Injection,None,3279
5,Till,15-Apr,28:10:10,140,1-May,560,Injection,None,3280
0,Till,1-Apr,Dairy Manure,140,1-May,560,Injection,None,3281
1,Till,1-Apr,Dairy Manure,140,1-May,560,Injection,None,3282
3,Till,1-Apr,Dairy Manure,140,1-May,560,Injection,None,3283
5,Till,1-Apr,Dairy Manure,140,1-May,560,Injection,None,3284
0,Till,15-Apr,Dairy Manure,140,1-May,560,Injection,None,3285
1,Till,15-Apr,Dairy Manure,140,1-May,560,Injection,None,3286
3,Till,15-Apr,Dairy Manure,140,1-May,560,Injection,None,3287
5,Till,15-Apr,Dairy Manure,140,1-May,560,Injection,None,3288
0,Till,1-Apr,26:13:00,280,1-May,560,Injection,None,3289
1,Till,1-Apr,26:13:00,280,1-May,560,Injection,None,3290
3,Till,1-Apr,26:13:00,280,1-May,560,Injection,None,3291
5,Till,1-Apr,26:13:00,280,1-May,560,Injection,None,3292
0,Till,15-Apr,26:13:00,280,1-May,560,Injection,None,3293
1,Till,15-Apr,26:13:00,280,1-May,560,Injection,None,3294
3,Till,15-Apr,26:13:00,280,1-May,560,Injection,None,3295
5,Till,15-Apr,26:13:00,280,1-May,560,Injection,None,3296
0,Till,1-Apr,28:10:10,280,1-May,560,Injection,None,3297
1,Till,1-Apr,28:10:10,280,1-May,560,Injection,None,3298
3,Till,1-Apr,28:10:10,280,1-May,560,Injection,None,3299
5,Till,1-Apr,28:10:10,280,1-May,560,Injection,None,3300
0,Till,15-Apr,28:10:10,280,1-May,560,Injection,None,3301
1,Till,15-Apr,28:10:10,280,1-May,560,Injection,None,3302
3,Till,15-Apr,28:10:10,280,1-May,560,Injection,None,3303
5,Till,15-Apr,28:10:10,280,1-May,560,Injection,None,3304
0,Till,1-Apr,Dairy Manure,280,1-May,560,Injection,None,3305
1,Till,1-Apr,Dairy Manure,280,1-May,560,Injection,None,3306
3,Till,1-Apr,Dairy Manure,280,1-May,560,Injection,None,3307
5,Till,1-Apr,Dairy Manure,280,1-May,560,Injection,None,3308
0,Till,15-Apr,Dairy Manure,280,1-May,560,Injection,None,3309
1,Till,15-Apr,Dairy Manure,280,1-May,560,Injection,None,3310
3,Till,15-Apr,Dairy Manure,280,1-May,560,Injection,None,3311
5,Till,15-Apr,Dairy Manure,280,1-May,560,Injection,None,3312
0,Till,1-Apr,26:13:00,560,1-May,560,Injection,None,3313
1,Till,1-Apr,26:13:00,560,1-May,560,Injection,None,3314
3,Till,1-Apr,26:13:00,560,1-May,560,Injection,None,3315
5,Till,1-Apr,26:13:00,560,1-May,560,Injection,None,3316
0,Till,15-Apr,26:13:00,560,1-May,560,Injection,None,3317
1,Till,15-Apr,26:13:00,560,1-May,560,Injection,None,3318
3,Till,15-Apr,26:13:00,560,1-May,560,Injection,None,3319
5,Till,15-Apr,26:13:00,560,1-May,560,Injection,None,3320
0,Till,1-Apr,28:10:10,560,1-May,560,Injection,None,3321
1,Till,1-Apr,28:10:10,560,1-May,560,Injection,None,3322
3,Till,1-Apr,28:10:10,560,1-May,560,Injection,None,3323
5,Till,1-Apr,28:10:10,560,1-May,560,Injection,None,3324
0,Till,15-Apr,28:10:10,560,1-May,560,Injection,None,3325
1,Till,15-Apr,28:10:10,560,1-May,560,Injection,None,3326
3,Till,15-Apr,28:10:10,560,1-May,560,Injection,None,3327
5,Till,15-Apr,28:10:10,560,1-May,560,Injection,None,3328
0,Till,1-Apr,Dairy Manure,560,1-May,560,Injection,None,3329
1,Till,1-Apr,Dairy Manure,560,1-May,560,Injection,None,3330
3,Till,1-Apr,Dairy Manure,560,1-May,560,Injection,None,3331
5,Till,1-Apr,Dairy Manure,560,1-May,560,Injection,None,3332
0,Till,15-Apr,Dairy Manure,560,1-May,560,Injection,None,3333
1,Till,15-Apr,Dairy Manure,560,1-May,560,Injection,None,3334
3,Till,15-Apr,Dairy Manure,560,1-May,560,Injection,None,3335
5,Till,15-Apr,Dairy Manure,560,1-May,560,Injection,None,3336
0,Till,1-Apr,26:13:00,1120,1-May,560,Injection,None,3337
1,Till,1-Apr,26:13:00,1120,1-May,560,Injection,None,3338
3,Till,1-Apr,26:13:00,1120,1-May,560,Injection,None,3339
5,Till,1-Apr,26:13:00,1120,1-May,560,Injection,None,3340
0,Till,15-Apr,26:13:00,1120,1-May,560,Injection,None,3341
1,Till,15-Apr,26:13:00,1120,1-May,560,Injection,None,3342
3,Till,15-Apr,26:13:00,1120,1-May,560,Injection,None,3343
5,Till,15-Apr,26:13:00,1120,1-May,560,Injection,None,3344
0,Till,1-Apr,28:10:10,1120,1-May,560,Injection,None,3345
1,Till,1-Apr,28:10:10,1120,1-May,560,Injection,None,3346
3,Till,1-Apr,28:10:10,1120,1-May,560,Injection,None,3347
5,Till,1-Apr,28:10:10,1120,1-May,560,Injection,None,3348
0,Till,15-Apr,28:10:10,1120,1-May,560,Injection,None,3349
1,Till,15-Apr,28:10:10,1120,1-May,560,Injection,None,3350
3,Till,15-Apr,28:10:10,1120,1-May,560,Injection,None,3351
5,Till,15-Apr,28:10:10,1120,1-May,560,Injection,None,3352
0,Till,1-Apr,Dairy Manure,1120,1-May,560,Injection,None,3353
1,Till,1-Apr,Dairy Manure,1120,1-May,560,Injection,None,3354
3,Till,1-Apr,Dairy Manure,1120,1-May,560,Injection,None,3355
5,Till,1-Apr,Dairy Manure,1120,1-May,560,Injection,None,3356
0,Till,15-Apr,Dairy Manure,1120,1-May,560,Injection,None,3357
1,Till,15-Apr,Dairy Manure,1120,1-May,560,Injection,None,3358
3,Till,15-Apr,Dairy Manure,1120,1-May,560,Injection,None,3359
5,Till,15-Apr,Dairy Manure,1120,1-May,560,Injection,None,3360
0,Till,1-Apr,26:13:00,0,1-Feb,1120,Injection,None,3361
1,Till,1-Apr,26:13:00,0,1-Feb,1120,Injection,None,3362
3,Till,1-Apr,26:13:00,0,1-Feb,1120,Injection,None,3363
5,Till,1-Apr,26:13:00,0,1-Feb,1120,Injection,None,3364
0,Till,15-Apr,26:13:00,0,1-Feb,1120,Injection,None,3365
1,Till,15-Apr,26:13:00,0,1-Feb,1120,Injection,None,3366
3,Till,15-Apr,26:13:00,0,1-Feb,1120,Injection,None,3367
5,Till,15-Apr,26:13:00,0,1-Feb,1120,Injection,None,3368
0,Till,1-Apr,28:10:10,0,1-Feb,1120,Injection,None,3369
1,Till,1-Apr,28:10:10,0,1-Feb,1120,Injection,None,3370
3,Till,1-Apr,28:10:10,0,1-Feb,1120,Injection,None,3371
5,Till,1-Apr,28:10:10,0,1-Feb,1120,Injection,None,3372
0,Till,15-Apr,28:10:10,0,1-Feb,1120,Injection,None,3373
1,Till,15-Apr,28:10:10,0,1-Feb,1120,Injection,None,3374
3,Till,15-Apr,28:10:10,0,1-Feb,1120,Injection,None,3375
5,Till,15-Apr,28:10:10,0,1-Feb,1120,Injection,None,3376
0,Till,1-Apr,Dairy Manure,0,1-Feb,1120,Injection,None,3377
1,Till,1-Apr,Dairy Manure,0,1-Feb,1120,Injection,None,3378
3,Till,1-Apr,Dairy Manure,0,1-Feb,1120,Injection,None,3379
5,Till,1-Apr,Dairy Manure,0,1-Feb,1120,Injection,None,3380
0,Till,15-Apr,Dairy Manure,0,1-Feb,1120,Injection,None,3381
1,Till,15-Apr,Dairy Manure,0,1-Feb,1120,Injection,None,3382
3,Till,15-Apr,Dairy Manure,0,1-Feb,1120,Injection,None,3383
5,Till,15-Apr,Dairy Manure,0,1-Feb,1120,Injection,None,3384
0,Till,1-Apr,26:13:00,140,1-Feb,1120,Injection,None,3385
1,Till,1-Apr,26:13:00,140,1-Feb,1120,Injection,None,3386
3,Till,1-Apr,26:13:00,140,1-Feb,1120,Injection,None,3387
5,Till,1-Apr,26:13:00,140,1-Feb,1120,Injection,None,3388
0,Till,15-Apr,26:13:00,140,1-Feb,1120,Injection,None,3389
1,Till,15-Apr,26:13:00,140,1-Feb,1120,Injection,None,3390
3,Till,15-Apr,26:13:00,140,1-Feb,1120,Injection,None,3391
5,Till,15-Apr,26:13:00,140,1-Feb,1120,Injection,None,3392
0,Till,1-Apr,28:10:10,140,1-Feb,1120,Injection,None,3393
1,Till,1-Apr,28:10:10,140,1-Feb,1120,Injection,None,3394
3,Till,1-Apr,28:10:10,140,1-Feb,1120,Injection,None,3395
5,Till,1-Apr,28:10:10,140,1-Feb,1120,Injection,None,3396
0,Till,15-Apr,28:10:10,140,1-Feb,1120,Injection,None,3397
1,Till,15-Apr,28:10:10,140,1-Feb,1120,Injection,None,3398
3,Till,15-Apr,28:10:10,140,1-Feb,1120,Injection,None,3399
5,Till,15-Apr,28:10:10,140,1-Feb,1120,Injection,None,3400
0,Till,1-Apr,Dairy Manure,140,1-Feb,1120,Injection,None,3401
1,Till,1-Apr,Dairy Manure,140,1-Feb,1120,Injection,None,3402
3,Till,1-Apr,Dairy Manure,140,1-Feb,1120,Injection,None,3403
5,Till,1-Apr,Dairy Manure,140,1-Feb,1120,Injection,None,3404
0,Till,15-Apr,Dairy Manure,140,1-Feb,1120,Injection,None,3405
1,Till,15-Apr,Dairy Manure,140,1-Feb,1120,Injection,None,3406
3,Till,15-Apr,Dairy Manure,140,1-Feb,1120,Injection,None,3407
5,Till,15-Apr,Dairy Manure,140,1-Feb,1120,Injection,None,3408
0,Till,1-Apr,26:13:00,280,1-Feb,1120,Injection,None,3409
1,Till,1-Apr,26:13:00,280,1-Feb,1120,Injection,None,3410
3,Till,1-Apr,26:13:00,280,1-Feb,1120,Injection,None,3411
5,Till,1-Apr,26:13:00,280,1-Feb,1120,Injection,None,3412
0,Till,15-Apr,26:13:00,280,1-Feb,1120,Injection,None,3413
1,Till,15-Apr,26:13:00,280,1-Feb,1120,Injection,None,3414
3,Till,15-Apr,26:13:00,280,1-Feb,1120,Injection,None,3415
5,Till,15-Apr,26:13:00,280,1-Feb,1120,Injection,None,3416
0,Till,1-Apr,28:10:10,280,1-Feb,1120,Injection,None,3417
1,Till,1-Apr,28:10:10,280,1-Feb,1120,Injection,None,3418
3,Till,1-Apr,28:10:10,280,1-Feb,1120,Injection,None,3419
5,Till,1-Apr,28:10:10,280,1-Feb,1120,Injection,None,3420
0,Till,15-Apr,28:10:10,280,1-Feb,1120,Injection,None,3421
1,Till,15-Apr,28:10:10,280,1-Feb,1120,Injection,None,3422
3,Till,15-Apr,28:10:10,280,1-Feb,1120,Injection,None,3423
5,Till,15-Apr,28:10:10,280,1-Feb,1120,Injection,None,3424
0,Till,1-Apr,Dairy Manure,280,1-Feb,1120,Injection,None,3425
1,Till,1-Apr,Dairy Manure,280,1-Feb,1120,Injection,None,3426
3,Till,1-Apr,Dairy Manure,280,1-Feb,1120,Injection,None,3427
5,Till,1-Apr,Dairy Manure,280,1-Feb,1120,Injection,None,3428
0,Till,15-Apr,Dairy Manure,280,1-Feb,1120,Injection,None,3429
1,Till,15-Apr,Dairy Manure,280,1-Feb,1120,Injection,None,3430
3,Till,15-Apr,Dairy Manure,280,1-Feb,1120,Injection,None,3431
5,Till,15-Apr,Dairy Manure,280,1-Feb,1120,Injection,None,3432
0,Till,1-Apr,26:13:00,560,1-Feb,1120,Injection,None,3433
1,Till,1-Apr,26:13:00,560,1-Feb,1120,Injection,None,3434
3,Till,1-Apr,26:13:00,560,1-Feb,1120,Injection,None,3435
5,Till,1-Apr,26:13:00,560,1-Feb,1120,Injection,None,3436
0,Till,15-Apr,26:13:00,560,1-Feb,1120,Injection,None,3437
1,Till,15-Apr,26:13:00,560,1-Feb,1120,Injection,None,3438
3,Till,15-Apr,26:13:00,560,1-Feb,1120,Injection,None,3439
5,Till,15-Apr,26:13:00,560,1-Feb,1120,Injection,None,3440
0,Till,1-Apr,28:10:10,560,1-Feb,1120,Injection,None,3441
1,Till,1-Apr,28:10:10,560,1-Feb,1120,Injection,None,3442
3,Till,1-Apr,28:10:10,560,1-Feb,1120,Injection,None,3443
5,Till,1-Apr,28:10:10,560,1-Feb,1120,Injection,None,3444
0,Till,15-Apr,28:10:10,560,1-Feb,1120,Injection,None,3445
1,Till,15-Apr,28:10:10,560,1-Feb,1120,Injection,None,3446
3,Till,15-Apr,28:10:10,560,1-Feb,1120,Injection,None,3447
5,Till,15-Apr,28:10:10,560,1-Feb,1120,Injection,None,3448
0,Till,1-Apr,Dairy Manure,560,1-Feb,1120,Injection,None,3449
1,Till,1-Apr,Dairy Manure,560,1-Feb,1120,Injection,None,3450
3,Till,1-Apr,Dairy Manure,560,1-Feb,1120,Injection,None,3451
5,Till,1-Apr,Dairy Manure,560,1-Feb,1120,Injection,None,3452
0,Till,15-Apr,Dairy Manure,560,1-Feb,1120,Injection,None,3453
1,Till,15-Apr,Dairy Manure,560,1-Feb,1120,Injection,None,3454
3,Till,15-Apr,Dairy Manure,560,1-Feb,1120,Injection,None,3455
5,Till,15-Apr,Dairy Manure,560,1-Feb,1120,Injection,None,3456
0,Till,1-Apr,26:13:00,1120,1-Feb,1120,Injection,None,3457
1,Till,1-Apr,26:13:00,1120,1-Feb,1120,Injection,None,3458
3,Till,1-Apr,26:13:00,1120,1-Feb,1120,Injection,None,3459
5,Till,1-Apr,26:13:00,1120,1-Feb,1120,Injection,None,3460
0,Till,15-Apr,26:13:00,1120,1-Feb,1120,Injection,None,3461
1,Till,15-Apr,26:13:00,1120,1-Feb,1120,Injection,None,3462
3,Till,15-Apr,26:13:00,1120,1-Feb,1120,Injection,None,3463
5,Till,15-Apr,26:13:00,1120,1-Feb,1120,Injection,None,3464
0,Till,1-Apr,28:10:10,1120,1-Feb,1120,Injection,None,3465
1,Till,1-Apr,28:10:10,1120,1-Feb,1120,Injection,None,3466
3,Till,1-Apr,28:10:10,1120,1-Feb,1120,Injection,None,3467
5,Till,1-Apr,28:10:10,1120,1-Feb,1120,Injection,None,3468
0,Till,15-Apr,28:10:10,1120,1-Feb,1120,Injection,None,3469
1,Till,15-Apr,28:10:10,1120,1-Feb,1120,Injection,None,3470
3,Till,15-Apr,28:10:10,1120,1-Feb,1120,Injection,None,3471
5,Till,15-Apr,28:10:10,1120,1-Feb,1120,Injection,None,3472
0,Till,1-Apr,Dairy Manure,1120,1-Feb,1120,Injection,None,3473
1,Till,1-Apr,Dairy Manure,1120,1-Feb,1120,Injection,None,3474
3,Till,1-Apr,Dairy Manure,1120,1-Feb,1120,Injection,None,3475
5,Till,1-Apr,Dairy Manure,1120,1-Feb,1120,Injection,None,3476
0,Till,15-Apr,Dairy Manure,1120,1-Feb,1120,Injection,None,3477
1,Till,15-Apr,Dairy Manure,1120,1-Feb,1120,Injection,None,3478
3,Till,15-Apr,Dairy Manure,1120,1-Feb,1120,Injection,None,3479
5,Till,15-Apr,Dairy Manure,1120,1-Feb,1120,Injection,None,3480
0,Till,1-Apr,26:13:00,0,1-May,1120,Injection,None,3481
1,Till,1-Apr,26:13:00,0,1-May,1120,Injection,None,3482
3,Till,1-Apr,26:13:00,0,1-May,1120,Injection,None,3483
5,Till,1-Apr,26:13:00,0,1-May,1120,Injection,None,3484
0,Till,15-Apr,26:13:00,0,1-May,1120,Injection,None,3485
1,Till,15-Apr,26:13:00,0,1-May,1120,Injection,None,3486
3,Till,15-Apr,26:13:00,0,1-May,1120,Injection,None,3487
5,Till,15-Apr,26:13:00,0,1-May,1120,Injection,None,3488
0,Till,1-Apr,28:10:10,0,1-May,1120,Injection,None,3489
1,Till,1-Apr,28:10:10,0,1-May,1120,Injection,None,3490
3,Till,1-Apr,28:10:10,0,1-May,1120,Injection,None,3491
5,Till,1-Apr,28:10:10,0,1-May,1120,Injection,None,3492
0,Till,15-Apr,28:10:10,0,1-May,1120,Injection,None,3493
1,Till,15-Apr,28:10:10,0,1-May,1120,Injection,None,3494
3,Till,15-Apr,28:10:10,0,1-May,1120,Injection,None,3495
5,Till,15-Apr,28:10:10,0,1-May,1120,Injection,None,3496
0,Till,1-Apr,Dairy Manure,0,1-May,1120,Injection,None,3497
1,Till,1-Apr,Dairy Manure,0,1-May,1120,Injection,None,3498
3,Till,1-Apr,Dairy Manure,0,1-May,1120,Injection,None,3499
5,Till,1-Apr,Dairy Manure,0,1-May,1120,Injection,None,3500
0,Till,15-Apr,Dairy Manure,0,1-May,1120,Injection,None,3501
1,Till,15-Apr,Dairy Manure,0,1-May,1120,Injection,None,3502
3,Till,15-Apr,Dairy Manure,0,1-May,1120,Injection,None,3503
5,Till,15-Apr,Dairy Manure,0,1-May,1120,Injection,None,3504
0,Till,1-Apr,26:13:00,140,1-May,1120,Injection,None,3505
1,Till,1-Apr,26:13:00,140,1-May,1120,Injection,None,3506
3,Till,1-Apr,26:13:00,140,1-May,1120,Injection,None,3507
5,Till,1-Apr,26:13:00,140,1-May,1120,Injection,None,3508
0,Till,15-Apr,26:13:00,140,1-May,1120,Injection,None,3509
1,Till,15-Apr,26:13:00,140,1-May,1120,Injection,None,3510
3,Till,15-Apr,26:13:00,140,1-May,1120,Injection,None,3511
5,Till,15-Apr,26:13:00,140,1-May,1120,Injection,None,3512
0,Till,1-Apr,28:10:10,140,1-May,1120,Injection,None,3513
1,Till,1-Apr,28:10:10,140,1-May,1120,Injection,None,3514
3,Till,1-Apr,28:10:10,140,1-May,1120,Injection,None,3515
5,Till,1-Apr,28:10:10,140,1-May,1120,Injection,None,3516
0,Till,15-Apr,28:10:10,140,1-May,1120,Injection,None,3517
1,Till,15-Apr,28:10:10,140,1-May,1120,Injection,None,3518
3,Till,15-Apr,28:10:10,140,1-May,1120,Injection,None,3519
5,Till,15-Apr,28:10:10,140,1-May,1120,Injection,None,3520
0,Till,1-Apr,Dairy Manure,140,1-May,1120,Injection,None,3521
1,Till,1-Apr,Dairy Manure,140,1-May,1120,Injection,None,3522
3,Till,1-Apr,Dairy Manure,140,1-May,1120,Injection,None,3523
5,Till,1-Apr,Dairy Manure,140,1-May,1120,Injection,None,3524
0,Till,15-Apr,Dairy Manure,140,1-May,1120,Injection,None,3525
1,Till,15-Apr,Dairy Manure,140,1-May,1120,Injection,None,3526
3,Till,15-Apr,Dairy Manure,140,1-May,1120,Injection,None,3527
5,Till,15-Apr,Dairy Manure,140,1-May,1120,Injection,None,3528
0,Till,1-Apr,26:13:00,280,1-May,1120,Injection,None,3529
1,Till,1-Apr,26:13:00,280,1-May,1120,Injection,None,3530
3,Till,1-Apr,26:13:00,280,1-May,1120,Injection,None,3531
5,Till,1-Apr,26:13:00,280,1-May,1120,Injection,None,3532
0,Till,15-Apr,26:13:00,280,1-May,1120,Injection,None,3533
1,Till,15-Apr,26:13:00,280,1-May,1120,Injection,None,3534
3,Till,15-Apr,26:13:00,280,1-May,1120,Injection,None,3535
5,Till,15-Apr,26:13:00,280,1-May,1120,Injection,None,3536
0,Till,1-Apr,28:10:10,280,1-May,1120,Injection,None,3537
1,Till,1-Apr,28:10:10,280,1-May,1120,Injection,None,3538
3,Till,1-Apr,28:10:10,280,1-May,1120,Injection,None,3539
5,Till,1-Apr,28:10:10,280,1-May,1120,Injection,None,3540
0,Till,15-Apr,28:10:10,280,1-May,1120,Injection,None,3541
1,Till,15-Apr,28:10:10,280,1-May,1120,Injection,None,3542
3,Till,15-Apr,28:10:10,280,1-May,1120,Injection,None,3543
